BOROUGH,SITE_NUMBER,AD,ED
3,B0086,47,2
4,Q0125,24,13
4,Q0050,32,13
3,11429,52,82
4,11438,30,1
3,B0301,49,40
4,Q0121,36,55
3,10333,41,68
1,M0078,68,13
2,X0203,85,26
4,Q0307,23,50
1,M0027,65,80
1,M0013,73,5
2,X0075,82,63
2,X0153,81,18
3,B0252,60,74
4,10843,28,29
1,M0072,69,17
2,10639,83,8
1,10176,73,47
3,B0089,52,26
1,10932,74,57
3,B0134,57,31
1,M0049,67,67
3,10254,50,27
1,10517,76,86
1,M0152,67,52
4,Q0140,36,25
2,X0091,77,40
3,11107,58,9
4,Q0013,32,26
4,11159,39,12
3,11244,46,72
4,10731,34,14
4,Q0016,24,75
3,B0315,60,71
5,S0062,64,15
3,10842,53,62
1,M0171,76,56
5,S0048,62,38
4,Q0115,26,38
4,Q0188,35,36
4,Q0209,30,40
4,11104,29,57
2,X0110,80,90
4,Q0300,38,33
2,10546,86,19
4,Q0152,35,61
5,S0076,64,44
4,Q0063,40,26
2,X0167,85,7
1,10516,66,14
3,10041,41,48
3,B0002,54,2
2,10066,86,52
4,Q0247,28,70
3,11566,57,7
1,10524,66,53
1,M0078,68,14
2,X0019,84,4
3,B0260,56,49
2,X0080,87,75
4,11186,38,13
4,Q0271,33,5
1,M0224,76,72
5,S0071,61,13
2,X0203,85,24
3,B0191,50,23
3,B0386,42,4
3,B0254,60,18
2,X0225,82,11
4,Q0098,25,20
1,11533,68,64
5,S0071,61,16
4,Q0216,35,62
3,11446,60,7
3,11413,53,81
2,11581,81,49
5,S0029,62,42
4,Q0209,30,39
1,M0155,75,45
3,B0059,60,17
4,Q0171,37,73
1,10463,75,30
4,Q0051,27,43
4,10735,24,71
3,B0315,58,73
1,M0013,73,8
3,B0182,46,11
4,Q0124,36,58
4,Q0304,38,41
1,M0155,75,26
2,10817,84,42
4,Q0064,23,63
2,X0028,85,69
1,M0019,66,58
1,10251,72,41
1,M0280,67,35
4,Q0098,25,17
3,B0237,50,25
1,10744,68,16
4,Q0310,34,5
3,B0217,41,5
1,10612,65,31
4,Q0116,33,23
3,B0223,55,47
2,X0234,82,84
5,11012,64,40
1,M0027,74,8
3,B0354,50,84
2,X0201,77,49
2,X0097,81,88
4,Q0145,36,49
4,10844,24,39
3,B0384,45,71
1,M0065,66,67
3,B0237,50,24
2,10420,87,73
3,10931,53,56
4,Q0262,27,3
4,10733,35,43
2,X0057,82,36
2,X0219,82,72
1,M0205,65,55
4,10962,27,63
5,10181,62,44
3,B0236,44,4
4,Q0158,40,9
3,B0332,49,25
1,M0237,67,92
1,M0234,73,74
3,B0205,52,93
2,X0006,85,82
2,X0221,79,83
1,11511,71,62
4,Q0125,24,14
1,10710,69,75
3,11245,51,28
4,Q0090,26,27
3,10254,50,32
1,11530,71,11
3,B0079,58,79
1,11511,72,4
1,M0108,68,51
4,Q0200,35,5
5,S0056,61,20
4,10561,37,20
2,X0225,82,12
3,B0301,49,39
4,Q0050,32,12
1,M0049,67,71
3,B0225,43,16
4,Q0134,35,49
4,Q0062,26,13
4,11369,35,46
2,X0024,85,63
3,B0011,52,9
1,11197,74,26
2,10072,84,33
3,B0119,50,80
4,Q0222,27,49
1,10148,68,81
1,M0027,74,9
2,X0213,79,49
3,B0340,54,24
1,10428,67,53
1,M0100,68,8
3,11411,44,74
4,Q0052,40,23
3,B0321,60,28
1,M0155,75,40
3,10258,54,28
3,B0131,42,26
5,S0043,64,29
4,Q0184,37,36
4,Q0106,23,2
2,X0121,82,24
4,Q0134,34,40
2,10690,81,1
2,X0005,79,75
3,B0185,51,50
3,10114,53,67
4,Q0056,40,4
3,11107,58,40
3,10040,58,41
4,Q0039,32,66
1,M0159,71,88
2,10210,87,39
4,Q0009,35,35
3,B0167,46,16
1,M0142,70,89
4,Q0169,26,30
3,B0384,45,49
4,Q0175,34,46
2,X0216,80,26
3,B0333,54,34
1,10261,73,61
3,B0250,43,14
4,Q0033,31,75
1,M0039,73,89
5,11480,63,50
3,B0346,56,48
5,S0078,63,66
3,B0147,59,42
3,B0305,44,54
1,10410,66,33
3,B0237,50,38
2,11151,83,4
2,X0144,84,28
3,B0205,52,87
2,X0081,86,49
3,10319,41,42
1,M0324,70,81
3,B0388,59,19
3,B0010,55,30
4,10864,36,8
4,Q0121,36,71
4,Q0117,26,68
3,10325,56,32
3,B0069,50,15
1,11499,72,68
1,M0192,66,90
4,Q0093,24,37
4,Q0011,31,6
3,B0167,46,18
1,11517,70,13
3,B0346,55,9
3,B0186,56,54
4,Q0273,38,23
1,M0166,67,44
2,X0168,84,46
3,B0034,56,15
2,10639,83,14
1,10463,75,33
3,11417,58,34
4,Q0176,23,22
3,10058,56,84
1,M0044,67,79
4,Q0275,27,2
3,10598,43,28
3,11280,56,29
1,M0319,65,72
3,B0302,60,89
4,10735,24,79
2,X0041,77,24
4,Q0071,32,58
1,10176,73,37
2,X0065,79,8
3,11501,48,14
3,10052,51,62
5,S0062,64,11
4,Q0269,27,14
2,10359,77,34
3,B0002,54,66
1,M0142,71,13
3,10217,45,54
2,X0074,82,52
4,11112,37,18
2,10591,78,34
4,11186,38,15
3,11446,60,88
3,B0355,46,53
4,Q0282,32,6
4,Q0264,38,22
4,Q0168,37,31
2,X0190,84,76
5,10596,62,18
3,B0142,50,47
4,Q0294,38,58
4,Q0085,26,57
4,Q0276,28,10
1,M0237,67,81
4,10608,34,24
3,B0136,54,39
4,Q0130,29,47
3,11452,44,58
1,11487,69,15
4,Q0178,31,59
3,B0166,52,3
4,10737,40,52
4,Q0128,30,38
3,10041,58,38
3,B0382,45,18
4,10738,29,25
4,10844,24,33
4,Q0299,28,57
3,B0022,58,4
3,B0110,44,7
2,X0216,80,28
2,10690,78,45
3,B0158,46,37
2,10097,79,73
4,Q0117,26,70
2,11146,85,28
1,11577,68,94
1,M0244,65,85
2,X0077,87,88
1,10746,72,26
2,X0166,81,57
3,B0026,59,77
4,Q0181,25,47
5,S0011,63,22
4,Q0056,40,3
4,Q0217,26,45
1,M0324,70,71
3,10326,58,80
1,10620,76,3
1,M0223,68,48
5,S0057,61,27
2,11172,86,48
4,10185,24,76
2,X0003,87,11
1,10222,66,3
1,M0302,72,45
4,Q0048,40,33
2,10712,82,15
3,11442,41,18
4,Q0191,39,10
2,X0137,80,86
4,Q0056,40,17
3,B0093,50,52
2,X0053,85,16
1,11263,71,33
3,B0367,60,81
4,Q0239,27,37
4,Q0222,27,53
4,Q0011,31,3
3,B0079,59,10
3,B0075,56,69
3,10168,51,15
3,11107,58,37
3,11407,56,50
3,B0033,48,59
2,11451,84,25
3,B0017,43,10
3,B0191,53,7
1,M0169,71,63
1,M0050,76,58
2,X0019,84,3
4,Q0251,39,48
5,10006,64,17
1,M0023,74,18
4,Q0264,38,61
3,B0106,45,14
4,10287,23,27
2,10354,83,78
5,10027,64,27
3,B0367,60,64
3,B0266,49,60
3,B0337,43,59
1,10981,67,97
4,Q0084,32,61
2,11451,84,23
2,X0093,86,24
3,11418,43,30
3,10247,53,63
2,X0007,79,26
4,Q0219,27,73
3,B0313,59,58
1,M0143,70,23
2,X0093,86,58
4,10287,23,31
3,B0211,55,66
5,10596,62,15
5,S0045,63,69
3,B0289,48,43
4,Q0299,28,60
1,M0044,67,76
2,X0104,78,50
5,10181,62,45
3,10984,41,32
4,Q0148,36,44
2,X0068,86,31
3,B0363,46,52
3,B0016,56,20
4,Q0005,33,43
2,10616,87,82
3,B0002,54,5
1,M0063,71,47
3,B0120,55,108
1,11486,70,76
1,10518,68,55
3,B0367,60,63
4,10735,24,74
3,B0048,45,68
1,M0248,70,83
4,10206,25,4
1,M0073,65,76
4,Q0033,31,76
2,X0201,84,10
4,Q0232,30,36
4,11135,37,22
3,10047,45,66
4,10561,37,21
1,M0240,71,42
4,Q0115,25,27
3,B0101,53,74
3,11430,52,27
1,10576,69,68
3,B0249,46,22
4,Q0295,33,13
1,M0245,66,66
3,11408,44,22
3,B0001,44,46
2,X0223,78,4
3,11429,44,73
4,Q0028,32,31
4,Q0180,37,28
1,M0080,74,21
2,X0186,80,17
4,Q0049,29,54
5,S0074,63,31
1,11575,71,83
3,B0030,55,89
3,B0307,44,9
3,B0026,59,8
3,B0023,60,79
4,10861,29,61
2,X0203,85,25
4,Q0148,34,38
4,Q0098,25,19
4,10453,39,33
4,Q0294,38,57
3,B0077,48,55
1,M0019,66,61
1,M0014,67,41
5,S0043,64,33
3,10984,41,30
1,M0111,73,2
3,B0089,52,64
2,X0004,77,62
1,11522,71,22
2,10817,79,60
4,Q0004,23,18
1,10750,67,60
2,X0028,85,56
1,M0249,65,51
3,10551,57,87
3,B0193,60,1
3,B0149,51,26
4,11371,35,50
4,Q0099,28,22
1,11474,71,50
3,10122,47,43
3,10437,42,20
2,X0052,86,60
2,X0091,77,70
4,10135,27,60
4,Q0053,31,74
3,B0252,60,62
4,Q0257,26,75
3,B0277,60,38
3,B0390,59,74
3,B0089,52,70
3,B0266,48,4
3,B0379,58,62
3,B0119,50,75
3,B0267,52,21
2,X0057,82,50
4,Q0278,28,13
3,B0098,55,81
1,10837,76,32
4,Q0266,24,47
3,B0093,53,3
3,B0343,49,53
4,Q0262,27,15
3,11452,44,57
4,Q0216,35,24
3,B0275,56,13
3,B0288,51,57
2,X0092,86,54
4,Q0100,26,53
3,B0238,52,36
4,Q0188,39,25
3,11410,51,10
3,11431,42,50
3,B0253,48,26
4,10609,34,28
1,M0050,76,43
4,Q0304,38,39
2,11151,83,9
4,Q0099,28,26
1,M0172,65,56
4,Q0071,32,76
4,Q0017,32,36
3,10966,50,21
1,M0142,71,12
5,10181,62,47
2,X0108,77,28
4,11104,29,58
1,10407,71,23
4,Q0125,24,10
1,10401,76,21
4,Q0315,23,7
3,B0288,51,30
4,11104,29,56
4,Q0016,31,7
1,10710,69,69
3,B0279,48,24
4,Q0117,26,50
1,M0082,71,31
1,10537,75,10
4,Q0213,37,46
4,10731,39,18
1,11220,75,82
3,B0077,48,54
1,M0171,76,52
2,11178,78,48
3,B0376,54,11
3,B0067,55,49
3,11492,55,87
2,11243,81,74
4,Q0251,39,50
1,11499,72,69
3,B0112,53,39
4,Q0009,35,58
3,10437,42,16
3,11382,46,55
3,B0252,60,75
2,X0190,84,48
4,Q0171,37,4
2,11496,78,21
2,X0168,84,43
3,B0228,51,39
4,Q0168,37,32
1,10620,76,2
3,B0250,43,2
3,B0109,54,46
1,M0012,66,10
2,10359,77,32
2,X0141,77,53
5,11240,61,56
1,M0082,71,5
1,M0218,76,5
4,Q0097,29,38
4,Q0257,24,7
3,B0079,58,65
3,11420,49,67
4,Q0106,23,3
1,M0231,75,93
2,X0093,78,46
3,B0092,41,79
2,X0077,87,71
3,B0242,51,3
3,B0272,54,81
4,Q0201,25,42
3,B0217,41,58
4,Q0140,36,23
1,M0129,73,65
3,11424,49,30
3,11386,52,1
4,Q0119,24,83
3,B0302,60,20
1,10392,75,95
3,11454,41,25
3,B0033,48,61
4,Q0140,36,43
3,B0019,48,2
4,11104,29,55
4,Q0012,29,18
4,Q0028,31,15
1,10577,65,16
2,X0064,85,3
1,11523,74,46
5,10574,61,21
3,B0067,55,43
4,10589,34,61
2,X0110,80,72
3,B0186,56,58
3,B0343,46,70
2,11581,81,50
2,X0207,83,26
3,11515,51,37
2,X0023,86,8
3,B0142,50,37
5,S0062,64,48
4,Q0004,23,14
1,M0064,68,32
5,S0061,61,11
4,Q0310,34,34
5,10596,62,17
4,10203,34,52
4,Q0062,26,16
4,10198,40,22
4,Q0124,36,36
1,M0135,69,72
4,10287,23,25
2,X0081,79,3
4,Q0056,40,7
2,10544,81,36
3,B0273,48,32
3,B0027,53,26
4,Q0105,33,44
3,11429,52,84
4,Q0005,33,48
4,10861,29,60
2,X0152,83,72
1,M0129,76,88
4,Q0015,33,46
3,B0307,44,44
2,X0118,78,31
3,10857,45,46
1,M0078,68,25
2,X0109,82,21
1,10831,76,22
4,10201,35,45
3,11407,56,80
4,10203,30,52
3,B0349,47,64
2,11496,78,20
3,B0018,56,75
2,X0026,79,42
2,X0062,85,32
4,11498,33,51
4,10220,30,19
4,Q0211,30,17
3,B0104,42,44
2,X0041,77,23
5,10006,64,19
4,10731,34,9
3,B0255,41,45
1,M0171,76,89
5,S0004,63,25
3,10041,58,50
3,10216,44,29
2,X0153,83,48
3,B0321,60,30
1,10927,70,91
2,X0003,87,12
4,11159,39,13
2,X0214,80,41
3,B0186,57,57
3,B0023,58,60
3,B0017,42,42
4,Q0294,38,56
3,11420,51,33
1,M0106,72,50
2,X0121,82,25
2,X0167,85,10
3,B0163,54,8
3,B0292,49,64
1,M0140,68,37
3,B0312,51,73
3,11442,41,14
3,B0067,55,39
4,Q0134,34,41
5,10417,64,39
4,Q0045,36,45
1,M0245,66,72
2,X0079,87,57
2,X0214,80,59
3,11419,45,25
4,Q0166,37,26
4,Q0096,33,29
2,11180,82,27
4,Q0225,27,50
1,10517,76,83
3,10839,53,60
2,X0014,83,65
3,11449,64,79
3,10470,54,40
1,M0018,73,81
1,M0218,76,8
2,X0144,84,27
4,Q0105,33,41
4,11509,30,59
3,11420,49,14
3,B0027,53,14
3,B0061,56,40
3,B0337,43,64
5,S0073,64,8
4,Q0240,27,44
1,M0114,68,53
1,M0302,72,43
1,10279,75,76
2,X0149,80,65
2,X0023,86,26
3,B0282,58,51
3,11229,57,66
4,Q0115,25,30
5,S0052,63,10
5,S0011,63,21
4,Q0175,34,47
4,Q0234,28,40
4,Q0219,27,54
1,M0143,70,25
4,Q0097,29,39
4,10208,24,54
4,Q0147,34,27
1,M0286,65,61
2,X0042,82,28
4,Q0291,23,57
1,M0111,75,54
2,X0186,80,16
3,10256,59,44
4,Q0240,27,36
3,10187,43,51
1,M0053,74,80
2,X0165,81,90
3,B0037,43,38
4,10206,25,1
2,X0109,82,22
1,M0278,71,2
3,B0278,59,20
1,M0051,70,38
3,B0022,58,6
2,X0161,81,22
3,B0226,53,70
4,Q0085,26,60
2,X0080,87,70
1,11483,70,78
1,M0155,75,39
4,11371,35,59
4,Q0257,24,5
3,B0302,60,21
1,M0142,70,62
1,M0218,76,12
3,B0191,53,10
3,B0060,45,64
1,M0237,67,80
1,M0313,74,91
3,11488,46,63
2,X0127,82,48
3,10123,48,17
1,10119,75,4
3,10043,60,39
3,B0086,47,6
4,Q0254,30,3
3,B0149,64,94
4,Q0032,27,57
3,B0020,41,49
5,S0072,62,33
3,B0113,50,43
5,10298,63,28
3,B0046,55,102
4,Q0056,40,2
3,B0258,57,54
1,11270,69,66
2,X0035,77,16
1,M0012,65,22
3,B0141,45,62
4,Q0318,37,13
1,M0082,71,32
4,Q0074,25,44
4,Q0294,38,55
3,B0247,52,33
4,Q0130,29,48
4,10208,24,62
3,B0196,45,73
2,X0017,82,58
1,M0129,73,69
3,B0256,51,16
2,10546,86,12
1,10440,70,26
4,10135,27,61
1,M0083,76,68
3,B0340,54,13
4,Q0124,36,38
4,Q0272,39,17
3,11535,52,24
3,B0098,55,82
5,S0031,63,40
2,X0079,87,67
4,Q0197,23,34
3,B0338,56,31
3,B0166,52,115
1,M0231,67,12
4,Q0184,37,35
2,X0092,78,12
3,B0376,54,12
2,10346,77,31
2,11496,78,22
3,B0020,59,18
4,Q0062,27,51
1,M0024,65,32
3,10217,41,81
3,B0119,50,100
1,M0334,74,32
2,X0017,80,30
1,10932,74,68
3,B0315,60,73
3,B0014,59,49
2,10546,86,18
2,X0121,82,20
2,X0068,86,34
2,X0052,86,41
4,Q0171,37,72
4,Q0182,25,56
1,M0018,73,87
3,B0126,50,91
2,X0091,77,42
5,S0056,61,19
5,S0034,62,53
2,X0007,79,25
3,B0196,46,46
5,S0057,63,41
4,Q0148,34,48
3,B0386,42,72
4,Q0266,27,16
3,B0254,60,15
3,B0234,57,34
3,11293,50,26
1,M0173,68,67
1,11095,76,33
2,X0112,79,66
2,X0075,82,60
3,11447,55,77
2,10090,79,19
5,10181,62,62
3,B0101,54,23
3,10253,51,22
3,B0312,52,106
4,Q0279,24,30
3,B0271,43,52
2,X0140,82,53
3,10437,42,17
1,11194,76,79
3,B0191,53,8
4,Q0090,26,22
4,Q0132,31,56
3,B0275,56,14
1,M0212,75,71
3,11420,49,3
5,10858,63,14
3,10043,60,41
3,10450,57,70
1,M0134,68,21
3,B0046,56,65
4,11438,30,20
3,B0339,57,71
1,10385,68,27
3,11448,55,73
1,M0288,74,27
4,10453,39,32
2,X0234,82,87
2,X0112,84,36
2,X0210,80,44
4,10609,34,30
4,11438,30,10
3,B0325,60,61
4,Q0206,25,41
4,Q0262,27,6
4,Q0310,34,2
3,11269,48,29
1,10516,66,18
3,11431,42,47
1,M0114,68,52
4,Q0237,30,14
3,11445,54,29
4,Q0148,34,45
3,B0026,58,71
2,X0097,81,85
1,M0173,68,71
3,10450,57,59
4,Q0310,34,3
3,B0034,57,21
3,10984,41,34
3,B0163,54,7
4,Q0318,37,17
3,B0300,49,16
3,11246,49,1
4,Q0206,25,43
5,11505,61,2
3,10160,53,32
2,X0168,84,72
2,X0234,82,85
4,Q0124,36,57
3,B0263,55,38
4,Q0217,26,46
3,11251,44,72
2,X0081,79,67
1,M0024,65,34
1,11511,72,6
2,X0013,77,47
2,X0188,85,38
1,10392,75,66
4,Q0108,33,61
2,10603,83,22
1,M0160,71,90
4,10962,27,65
3,B0112,53,29
3,B0272,54,55
1,11260,65,38
1,10099,75,18
3,B0236,44,21
3,10168,51,18
4,Q0310,34,6
3,B0363,46,60
1,M0065,66,68
3,10933,58,64
3,11442,59,38
1,M0082,71,7
4,Q0082,26,36
4,Q0298,28,68
2,10544,81,35
3,11286,52,43
5,11155,62,9
2,X0003,87,13
4,Q0047,32,29
3,10123,48,18
3,B0386,42,6
3,B0144,42,38
1,M0173,68,69
3,B0014,58,59
1,M0224,76,77
3,11420,49,5
1,10837,76,25
2,X0153,83,54
1,M0300,72,37
3,11452,44,59
4,Q0205,25,49
4,10220,30,16
4,Q0166,37,25
4,11372,23,11
3,B0112,53,38
5,10636,61,30
3,10122,47,67
2,X0157,79,35
1,M0078,68,12
3,11543,60,84
3,B0089,52,90
5,S0047,63,47
1,M0015,68,85
3,B0133,52,103
3,B0267,52,80
4,Q0011,31,1
3,10040,58,49
2,10024,82,59
1,M0237,67,78
4,Q0109,33,24
4,Q0082,26,54
3,B0061,56,38
4,Q0147,34,25
3,11472,59,59
2,11146,85,30
3,B0238,52,40
3,11406,53,16
1,M0121,70,50
3,B0110,44,19
1,M0050,76,45
4,Q0032,27,68
1,M0122,70,46
5,S0023,61,46
4,Q0174,26,32
4,Q0276,28,4
4,Q0181,25,50
4,Q0124,36,37
4,Q0016,31,12
1,10524,66,54
4,10735,24,73
1,M0302,72,44
3,B0096,41,8
4,10585,38,10
4,10929,32,46
4,Q0087,31,36
1,M0046,65,66
4,Q0044,23,60
2,X0127,82,49
3,B0026,59,7
1,M0129,76,30
3,10678,41,90
1,10744,68,3
1,10410,66,32
1,10393,65,33
5,S0023,61,48
3,B0144,42,64
3,B0355,46,57
1,M0231,67,9
4,Q0275,24,66
3,B0256,48,8
3,B0345,49,54
3,B0035,50,67
3,11442,59,37
1,11479,71,3
2,X0098,78,58
1,M0287,71,73
2,X0039,85,18
3,B0289,48,69
3,B0157,60,45
2,10212,82,107
5,S0047,63,46
2,X0087,86,30
1,M0050,76,40
2,X0149,80,87
2,X0021,83,55
5,S0023,61,34
1,10440,70,28
4,Q0079,26,10
1,M0236,65,44
2,10087,86,11
2,X0041,77,19
2,X0053,85,15
2,X0092,86,53
3,B0216,52,63
1,M0245,66,78
2,X0006,85,60
1,M0280,67,100
1,10611,65,92
5,S0048,62,36
3,B0331,43,72
2,X0014,83,59
3,B0371,59,14
4,Q0115,25,29
5,S0011,63,23
3,11515,51,38
3,B0300,49,42
5,11292,63,59
3,B0057,53,53
2,X0055,86,43
1,M0072,67,99
4,Q0086,25,13
3,11385,49,10
2,10652,80,62
2,X0186,80,21
4,10862,37,53
3,B0300,49,22
5,11441,61,52
3,B0288,51,65
4,Q0314,38,28
4,Q0013,32,16
3,10058,56,71
3,B0057,53,54
3,11476,43,23
3,B0306,56,4
4,Q0092,29,33
1,M0111,73,1
3,B0179,60,3
4,10198,40,25
2,X0017,80,1
2,11496,78,25
2,X0224,84,67
3,10437,42,19
2,10097,79,72
1,10176,73,40
3,B0226,54,31
1,M0218,76,10
4,Q0048,40,34
4,Q0295,33,18
4,Q0140,36,30
1,M0080,74,20
2,X0166,81,56
4,Q0309,28,18
3,10048,46,32
3,B0289,48,44
3,B0113,50,46
5,S0001,61,61
3,B0234,57,41
4,Q0282,32,10
5,S0014,63,74
3,10295,44,36
4,Q0251,39,42
3,B0388,59,24
2,X0013,77,58
3,11454,41,29
4,Q0234,28,35
4,10735,24,72
1,M0278,70,85
2,X0093,86,15
4,Q0188,39,20
4,10203,34,51
4,Q0125,24,11
2,X0021,83,75
4,Q0039,32,67
4,11509,30,58
3,10058,56,74
4,Q0254,30,2
3,B0291,43,8
2,X0062,87,33
2,X0066,87,27
3,B0103,50,85
1,M0156,74,83
1,M0244,65,86
1,10405,70,12
2,X0065,86,44
2,10078,85,47
4,Q0176,31,61
3,B0191,53,11
3,10319,41,61
3,B0067,55,50
3,B0134,57,18
3,B0067,55,40
4,Q0210,38,1
5,S0004,63,26
2,11180,82,23
3,B0149,51,58
3,11170,45,16
5,S0035,64,10
2,X0004,77,54
1,M0122,70,47
4,Q0139,36,16
5,S0047,64,34
1,10119,66,83
2,X0028,85,70
1,10309,65,45
4,Q0166,37,64
4,10732,30,29
4,Q0057,31,42
3,B0272,54,57
4,Q0116,33,26
2,X0008,84,13
3,B0089,52,65
1,M0231,75,85
4,Q0210,37,56
2,X0101,80,67
2,X0178,84,51
5,10010,62,61
5,10574,61,23
1,M0014,67,38
4,Q0262,27,4
2,X0213,79,46
2,X0132,80,63
3,10216,44,26
3,B0187,52,34
2,X0237,81,64
3,10597,56,37
1,M0191,74,17
3,B0336,60,26
4,10585,38,9
2,X0186,80,20
2,X0065,79,9
5,S0052,63,73
1,10465,75,36
3,B0289,48,38
1,M0255,72,15
4,Q0199,35,12
5,S0022,64,52
2,X0189,79,20
3,B0096,41,9
4,Q0099,28,23
1,10307,65,53
2,10346,77,21
3,11488,46,64
4,Q0087,31,34
3,B0058,46,47
4,11239,28,75
5,S0017,61,25
1,11474,71,53
3,B0135,55,24
3,11230,58,81
4,Q0246,23,21
3,B0107,57,25
1,11270,69,65
2,X0091,77,44
2,X0020,81,7
4,Q0307,23,52
1,M0232,74,12
3,B0033,48,66
2,X0201,84,80
3,B0024,59,71
5,S0046,61,12
4,10199,23,32
3,B0387,42,37
3,B0212,52,7
2,11114,77,11
1,M0111,75,55
2,X0205,79,45
1,11489,68,63
1,10527,75,9
1,M0223,68,49
3,B0208,45,40
1,10445,68,86
5,11201,63,60
4,10208,24,42
1,M0050,76,35
3,B0243,51,19
2,X0153,83,51
4,Q0090,26,24
2,X0153,83,52
1,M0015,68,84
4,11498,33,49
4,Q0017,32,38
3,B0139,47,59
5,10008,62,23
3,11450,55,59
3,10326,58,25
3,11293,50,8
3,B0250,43,1
4,Q0109,33,27
3,B0312,51,74
1,M0152,67,50
4,Q0036,32,20
3,B0048,45,69
3,B0250,57,90
2,X0003,87,10
2,10591,78,29
3,B0103,57,22
1,10434,75,75
1,M0046,66,16
3,B0300,49,58
4,Q0282,32,9
3,B0387,44,28
3,B0163,54,9
3,B0080,49,27
4,Q0136,26,73
1,10611,65,9
2,X0188,84,75
2,X0231,81,13
2,X0004,77,64
4,Q0144,26,67
2,X0165,81,87
2,X0065,79,10
5,S0050,61,8
4,Q0193,26,34
4,Q0016,31,9
1,M0224,76,70
3,B0376,56,18
1,11255,65,1
2,X0055,79,29
3,11414,57,13
2,X0190,79,59
3,11170,45,15
2,X0065,79,7
1,M0043,67,56
4,Q0131,29,45
5,S0048,62,40
4,Q0084,32,62
3,11175,47,28
1,M0063,71,46
3,11478,55,14
3,B0307,44,41
3,B0134,57,94
4,Q0271,33,3
3,B0157,60,46
3,B0019,48,7
2,X0177,80,47
1,M0051,70,36
1,M0255,72,21
1,11169,68,60
1,M0300,72,19
3,B0196,46,45
2,X0007,79,27
4,10735,24,63
4,Q0140,30,35
4,Q0248,25,8
3,11251,44,63
4,Q0049,29,52
3,B0238,52,37
1,10981,67,96
4,Q0142,40,47
4,Q0280,28,17
3,10785,56,24
3,10040,58,39
4,Q0132,23,37
3,B0079,59,82
3,B0055,55,28
2,X0055,79,74
3,11248,55,16
2,11114,77,10
4,Q0169,26,28
1,11169,68,58
3,11493,46,38
4,Q0314,38,17
2,X0003,87,9
4,Q0082,26,37
3,10450,57,65
3,B0382,47,27
2,X0203,87,85
2,X0156,81,27
3,B0141,45,60
3,B0238,52,39
4,Q0203,31,64
4,Q0076,23,46
1,M0288,74,25
3,B0294,52,100
5,10181,63,5
3,B0185,51,66
2,X0098,78,62
1,10099,75,21
3,B0016,54,18
1,M0160,71,89
5,S0062,64,13
3,B0241,55,62
3,B0245,46,21
3,B0197,46,5
3,11442,59,35
1,10553,74,70
2,X0021,83,56
2,11172,78,11
1,11270,69,67
5,10012,64,18
3,10040,58,42
1,11524,66,19
4,10206,25,2
2,11004,87,68
3,B0131,42,73
3,10784,49,56
3,B0147,59,46
3,11374,60,50
2,X0203,85,71
3,11566,57,8
1,M0019,66,47
4,Q0079,26,11
2,10359,77,35
4,Q0254,30,8
4,Q0048,40,42
3,B0104,42,46
3,B0191,50,56
1,10222,66,6
2,10346,77,22
5,S0032,62,73
2,10652,80,14
3,B0001,44,14
4,11371,35,51
1,M0024,65,59
4,Q0140,36,24
3,10333,41,69
3,11543,60,86
2,X0042,87,46
3,11237,54,49
5,10008,62,22
4,Q0093,24,38
4,10206,25,3
4,11284,36,10
3,B0257,53,41
1,M0046,65,24
3,B0286,53,28
1,M0128,74,66
2,X0003,87,15
3,10254,50,30
1,M0231,67,8
3,B0208,45,36
1,M0081,70,40
4,Q0239,27,38
3,10046,45,29
3,11450,55,61
4,Q0240,27,24
1,M0019,66,76
2,X0104,81,8
1,M0231,67,13
2,X0207,80,55
1,10099,75,15
4,Q0250,24,20
2,10690,78,59
5,10181,63,6
4,Q0318,37,14
2,X0161,81,24
5,S0059,62,31
4,Q0121,36,66
3,B0338,56,61
4,Q0033,31,67
1,M0064,68,30
3,B0376,54,17
3,B0079,58,75
3,B0205,52,86
3,B0196,45,67
3,11515,51,36
1,M0021,69,70
4,Q0301,34,13
1,M0173,68,54
4,Q0029,32,69
3,B0216,52,57
2,X0108,77,27
3,B0253,48,27
3,B0388,59,23
4,Q0232,30,28
4,Q0248,25,11
4,Q0273,38,60
2,X0166,81,63
1,M0280,67,28
3,10253,44,64
5,S0014,63,62
1,M0245,66,73
2,11153,81,81
4,Q0248,25,7
3,11429,52,83
3,11190,53,59
4,Q0134,36,69
1,M0050,76,51
4,10221,32,53
1,M0053,74,79
4,Q0226,25,26
3,B0104,42,74
4,11258,31,21
4,10589,39,35
3,11382,46,59
1,M0255,72,22
2,11243,81,75
3,11250,48,62
4,Q0005,33,53
1,11287,74,54
4,Q0121,36,53
4,Q0016,31,4
1,M0018,73,86
3,B0203,45,75
3,10682,60,35
3,B0106,45,22
1,M0018,73,80
2,X0153,83,45
3,B0198,54,68
3,B0288,51,31
1,10516,66,15
4,Q0315,23,8
3,B0382,45,8
3,11537,56,63
3,B0382,47,26
4,10861,29,66
4,Q0227,28,62
3,B0260,56,45
1,M0169,71,67
3,B0303,58,13
3,11420,51,32
1,M0078,68,7
2,X0098,78,37
4,Q0145,36,5
1,M0072,69,37
3,B0126,50,92
4,Q0125,24,59
1,M0129,73,70
3,10333,41,72
4,Q0240,27,26
5,S0001,61,58
4,Q0051,25,64
